icao,name,lat,lon,elevation_ft,type
KOTG,Worthington Municipal Airport,43.65477,-95.577364,1574,small_airport
KOTH,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,17,medium_airport
KOTM,Ottumwa Regional Airport,41.106368,-92.449837,845,medium_airport
KOUN,University of Oklahoma Westheimer Airport,35.2456,-97.472099,1182,small_airport
KOVE,Oroville Municipal Airport,39.487800598145,-121.62200164795,192,small_airport
KOVL,Olivia Regional Airport,44.778599,-95.032799,1076,small_airport
KOVO,North Vernon Airport,39.045601,-85.605301,757,small_airport
KOVS,Boscobel Airport,43.160198,-90.675499,673,small_airport
KOWA,Owatonna Degner Regional Airport,44.123402,-93.260597,1145,small_airport
KOWB,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,medium_airport
KOWD,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,medium_airport
KOWI,Ottawa Municipal Airport,38.5387,-95.252998,966,small_airport
KOWK,Central Maine/Norridgewock Airport,44.7155,-69.866501,270,small_airport
KOWP,William R. Pogue Municipal Airport,36.175301,-96.151802,892,small_airport
KOWX,Putnam County Airport,41.035599,-83.982002,764,small_airport
KOXB,Ocean City Municipal Airport,38.310398,-75.124001,11,medium_airport
KOXC,Waterbury Oxford Airport,41.47859954834,-73.135200500488,726,small_airport
KOXD,Miami University Airport,39.50230026,-84.78440094,1041,small_airport
KOXI,Starke County Airport,41.330098,-86.662302,685,small_airport
KOXR,Oxnard Airport,34.200801849365,-119.20700073242,45,medium_airport
KOXV,Knoxville Municipal Airport,41.298901,-93.1138,928,small_airport
KOYM,St Marys Municipal Airport,41.412498474121,-78.502601623535,1934,small_airport
KOZA,Ozona Municipal Airport,30.735300064087,-101.20300292969,2381,small_airport
KOZR,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,301,medium_airport
KOZW,Livingston County Spencer J. Hardy Airport,42.62919998,-83.98210144,962,small_airport
KP01,Eric Marcus Municipal Airport,32.452924,-112.861519,1458,small_airport
KP03,Cochise College Airport,31.371099,-109.690002,4124,small_airport
KP04,Bisbee Municipal Airport,31.3640003204,-109.883003235,4780,small_airport
KP08,Coolidge Municipal Airport,32.935902,-111.427002,1574,small_airport
KP10,Polacca Airport,35.7916984558,-110.422996521,5573,small_airport
KP13,San Carlos Apache Airport,33.3531,-110.667,3261,small_airport
KP14,Holbrook Municipal Airport,34.940700531,-110.138000488,5262,small_airport
KP19,Stellar Airpark,33.298829,-111.915795,1177,small_airport
KP20,Avi Suquilla Airport,34.14891,-114.268362,452,small_airport
KP23,Seligman Airport,35.334999,-112.887001,5235,small_airport
KP29,Tombstone Municipal Airport,31.671061,-110.022039,4743,small_airport
KP33,Cochise County Airport,32.245399,-109.894997,4187,small_airport
KP52,Cottonwood Airport,34.73,-112.035004,3550,small_airport
KPAE,Seattle Paine Field International Airport,47.9063,-122.281998,606,medium_airport
KPAH,Barkley Regional Airport,37.06079864501953,-88.7738037109375,410,medium_airport
KPAM,Tyndall Air Force Base,30.069599,-85.575401,17,medium_airport
KPAN,Payson Airport,34.256801605225,-111.33899688721,5157,small_airport
KPAO,Palo Alto Airport,37.461102,-122.114998,4,medium_airport
KPBF,"Pine Bluff Regional Airport, Grider Field",34.174121,-91.935643,206,medium_airport
KPBG,Plattsburgh International Airport,44.650902,-73.468102,234,medium_airport
KPBH,Price County Airport,45.709,-90.402496,1497,small_airport
KPBI,Palm Beach International Airport,26.683201,-80.095596,19,large_airport
KPBX,Pike County Airport Hatcher Field,37.560795,-82.570051,1473,small_airport
KPCM,Plant City Municipal Airport,28.0002,-82.1642,153,small_airport
KPCW,Erie-Ottawa International Airport,41.515647,-82.868328,590,medium_airport
KPCZ,Waupaca Municipal Airport,44.333302,-89.019798,840,small_airport
KPDC,Prairie Du Chien Municipal Airport,43.019298553467,-91.12370300293,661,small_airport
KPDK,DeKalb Peachtree Airport,33.87633,-84.30213,1003,medium_airport
KPDT,Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003,1497,medium_airport
KPDX,Portland International Airport,45.588699,-122.598,31,large_airport
KPEA,Pella Municipal Airport,41.40010070800781,-92.9458999633789,885,small_airport
KPEO,Penn Yan Airport,42.6371,-77.052902,990,small_airport
KPEQ,Pecos Municipal Airport,31.382400512695,-103.51100158691,2613,small_airport
KPEX,Paynesville Municipal Airport,45.372061,-94.744742,1180,small_airport
KPEZ,Pleasanton Municipal Airport,28.954200744628906,-98.5199966430664,430,small_airport
KPFC,Pacific City State Airport,45.199799,-123.961998,5,small_airport
KPGA,Page Municipal Airport,36.924234,-111.447716,4316,medium_airport
KPGD,Punta Gorda Airport,26.9202,-81.990501,26,medium_airport
KPGR,Kirk Field,36.06290054,-90.50779724,290,small_airport
KPGV,Pitt-Greenville Airport,35.635535,-77.384262,26,medium_airport
KPHD,Harry Clever Field,40.470901489258,-81.419700622559,894,small_airport
KPHF,Newport News Williamsburg International Airport,37.131901,-76.492996,42,medium_airport
KPHG,Phillipsburg Municipal Airport,39.735802,-99.317101,1907,small_airport
KPHH,Robert F Swinnie Airport,33.4516983032,-79.5261993408,26,small_airport
KPHK,Palm Beach County Glades Airport,26.78499985,-80.69339752,16,small_airport
KPHL,Philadelphia International Airport,39.871899,-75.241096,36,large_airport
KPHN,St Clair County International Airport,42.9109993,-82.52890015,650,small_airport
KPHP,Philip Airport,44.048527,-101.600933,2207,small_airport
KPHT,Henry County Airport,36.338199615499995,-88.38289642330001,580,small_airport
KPHX,Phoenix Sky Harbor International Airport,33.435302,-112.005905,1135,large_airport
KPIA,General Wayne A. Downing Peoria International Airport,40.663841,-89.692631,660,medium_airport
KPIB,Hattiesburg Laurel Regional Airport,31.4671,-89.337097,298,medium_airport
KPIE,St. Petersburg Clearwater International Airport,27.9102,-82.687401,11,large_airport
KPIH,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,4452,medium_airport
KPIL,Port Isabel Cameron County Airport,26.166201,-97.345901,19,small_airport
KPIM,Harris County Airport,32.8406982422,-84.8824005127,902,small_airport
KPIR,Pierre Regional Airport,44.38270187,-100.2860031,1744,medium_airport
KPIT,Pittsburgh International Airport,40.491501,-80.232903,1203,large_airport
KPJC,Zelienople Municipal Airport,40.801601,-80.160698,898,small_airport
KPJY,Pinckneyville Du Quoin Airport,37.977901,-89.360497,400,small_airport
KPKB,Mid Ohio Valley Regional Airport,39.3451,-81.439201,858,medium_airport
KPKD,Park Rapids Municipal Airport Konshok Field,46.9006,-95.073095,1445,small_airport
KPKF,Park Falls Municipal Airport,45.955001831055,-90.42440032959,1500,small_airport
KPKV,Calhoun County Airport,28.653999,-96.681297,32,small_airport
KPLD,Portland Municipal Airport,40.450802,-84.990097,925,small_airport
KPLK,M. Graham Clark Downtown Airport,36.62590027,-93.22889709,940,small_airport
KPLN,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721,medium_airport
KPLR,St Clair County Airport,33.558799743652,-86.249099731445,485,small_airport
KPLU,Pierce County-Thun Field,47.103901,-122.287003,538,small_airport
KPMB,Pembina Municipal Airport,48.9425010681,-97.2407989502,795,small_airport
KPMD,Palmdale Regional Airport / USAF Plant 42 Airport,34.629398,-118.084999,2543,medium_airport
KPMH,Greater Portsmouth Regional Airport,38.8404998779,-82.84729766850002,663,small_airport
KPMP,Pompano Beach Airpark,26.247100830078,-80.111099243164,19,small_airport
KPMU,Panola County Airport,34.36349869,-89.89260101,221,small_airport
KPMV,Plattsmouth Municipal Airport,40.947882,-95.917254,1204,small_airport
KPMZ,Plymouth Municipal Airport,35.808399,-76.7593,39,small_airport
KPNA,Ralph Wenz Field,42.79550171,-109.8069992,7102,medium_airport
KPNC,Ponca City Regional Airport,36.73199844,-97.09980011,1008,medium_airport
KPNE,Northeast Philadelphia Airport,40.082406,-75.010614,120,medium_airport
KPNM,Princeton Municipal Airport,45.559898,-93.6082,980,small_airport
KPNN,Princeton Municipal Airport,45.200698852539,-67.564399719238,266,small_airport
KPNS,Pensacola International Airport,30.472718,-87.186639,121,large_airport
KPNT,Pontiac Municipal Airport,40.924255,-88.62447,666,small_airport
KPOB,Pope Field,35.170898,-79.014503,217,medium_airport
KPOC,Brackett Field,34.091598510742,-117.78199768066,1011,small_airport
KPOE,Polk Army Air Field,31.0447998,-93.1917038,330,medium_airport
KPOF,Poplar Bluff Municipal Airport,36.773899,-90.324898,331,small_airport
KPOH,Pocahontas Municipal Airport,42.742802,-94.647301,1226,small_airport
KPOU,Dutchess County Airport,41.6265983581543,-73.88420104980469,165,medium_airport
KPOV,Portage County Regional Airport,41.210201,-81.251602,1197,small_airport
KPOY,Powell Municipal Airport,44.867198944092,-108.79299926758,5092,small_airport
KPPA,Perry Lefors Field,35.612998962402,-100.99600219727,3245,small_airport
KPPF,Tri-City Airport,37.32989883,-95.5062027,900,small_airport
KPPO,La Porte Municipal Airport,41.5724983215,-86.73449707030001,812,small_airport
KPPQ,Pittsfield Penstone Municipal Airport,39.638901,-90.778397,710,small_airport
KPQI,Presque Isle International Airport,46.688999,-68.0448,534,medium_airport
KPQL,Trent Lott International Airport,30.462799072266,-88.529197692871,17,small_airport
KPQN,Pipestone Municipal Airport,43.983299,-96.300301,1736,small_airport
KPRB,Paso Robles Municipal Airport,35.67290115,-120.6269989,840,medium_airport
KPRC,Prescott Regional Airport - Ernest A. Love Field,34.653502,-112.419883,5045,medium_airport
KPRG,Edgar County Airport,39.700199,-87.669601,654,small_airport
KPRN,Mac Crenshaw Memorial Airport,31.845699,-86.610703,451,small_airport
KPRO,Perry Municipal Airport,41.82799911,-94.15989685,1013,small_airport
KPRS,Presidio Lely International Airport,29.634212,-104.361493,0,small_airport
KPRX,Cox Field,33.636600494385,-95.450798034668,547,medium_airport
KPRZ,Portales Municipal Airport,34.1455,-103.410004,4078,small_airport
KPSB,Mid-State Regional Airport,40.884399,-78.087303,1948,small_airport
KPSC,Tri Cities Airport,46.264702,-119.119003,410,medium_airport
KPSF,Pittsfield Municipal Airport,42.4268,-73.2929,1188,small_airport
KPSK,New River Valley Airport,37.137298583984,-80.678497314453,2105,small_airport
KPSM,Portsmouth International Airport at Pease,43.0779,-70.823303,100,medium_airport
KPSN,Palestine Municipal Airport,31.779699325562,-95.706298828125,423,small_airport
KPSO,Stevens Field,37.28630066,-107.0559998,7664,small_airport
KPSP,Palm Springs International Airport,33.8297,-116.507004,477,large_airport
KPSX,Palacios Municipal Airport,28.727500915527,-96.250999450684,14,small_airport
KPTB,Dinwiddie County Airport,37.183799743652,-77.507400512695,193,small_airport
KPTD,Potsdam Municipal Airport Damon Field,44.67657,-74.948583,474,small_airport
KPTK,Oakland County International Airport,42.665500640869,-83.420097351074,980,medium_airport
KPTN,Harry P Williams Memorial Airport,29.709499359131,-91.338996887207,9,small_airport
KPTS,Atkinson Municipal Airport,37.449501,-94.731102,950,small_airport
KPTT,Pratt Regional Airport,37.70159912,-98.74690247,1953,small_airport
KPTV,Porterville Municipal Airport,36.029598236084,-119.06300354004,442,small_airport
KPTW,Heritage Field,40.239601,-75.556702,309,small_airport
KPUB,Pueblo Memorial Airport,38.289101,-104.497002,4726,medium_airport
KPUC,Carbon County Regional Airport / Buck Davis Field,39.613899,-110.751,5957,small_airport
KPUJ,Silver Comet Field at Paulding Northwest Atlanta Airport,33.912328,-84.941111,1289,small_airport
KPUW,Pullman-Moscow Regional Airport,46.741601,-117.11163,2556,medium_airport
KPVB,Platteville Municipal Airport,42.6894,-90.444397,1025,small_airport
KPVC,Provincetown Municipal Airport,42.0718994141,-70.2213973999,9,small_airport
KPVD,Rhode Island T. F. Green International Airport,41.725038,-71.425668,55,large_airport
KPVE,Beech River Regional Airport,35.656399,-88.195396,488,small_airport
KPVF,Placerville Airport,38.724201202393,-120.75299835205,2585,small_airport
KPVG,Hampton Roads Executive Airport,36.780391,-76.44881,28,small_airport
KPVJ,Pauls Valley Municipal Airport,34.71110153,-97.22319794,971,small_airport
KPVU,Provo Municipal Airport,40.218894,-111.722445,4497,medium_airport
KPVW,Hale County Airport,34.168098,-101.717003,3374,small_airport
KPWA,Wiley Post Airport,35.53419876,-97.64710236,1300,small_airport
KPWC,Pine River Regional Airport,46.72480010986328,-94.38169860839844,1295,small_airport
KPWD,Sher-Wood Airport,48.790298461914,-104.53399658203,2250,small_airport
KPWG,McGregor Executive Airport,31.48489952,-97.3164978,592,small_airport
KPWK,Chicago Executive Airport,42.114222,-87.901494,647,medium_airport
KPWM,Portland International Jetport,43.646198,-70.309303,76,large_airport
KPWT,Bremerton National Airport,47.490200042725,-122.76499938965,444,medium_airport
KPXE,Perry Houston County Airport,32.510601,-83.767303,418,small_airport
KPYG,Pageland Airport,34.7421,-80.3452,575,small_airport
KPYM,Plymouth Municipal Airport,41.909,-70.728798,148,small_airport
KPYN,Piedmont Municipal Airport,37.12670135498047,-90.71289825439453,467,small_airport
KPYP,Centre-Piedmont-Cherokee County Regional Airport,34.089977,-85.610069,596,small_airport
KPYX,Perryton Ochiltree County Airport,36.412899017333984,-100.75199890136719,2918,small_airport
KPZQ,Presque Isle County Airport,45.407101,-83.812897,670,small_airport
KR47,Ruhes Airport,41.102526,-84.05443,801,small_airport
KR49,Ferry County Airport,48.71819,-118.656491,2522,small_airport
KRAC,John H Batten Airport,42.7606010437,-87.8152008057,674,small_airport
KRAL,Riverside Municipal Airport,33.9519,-117.445,819,medium_airport
KRAP,Rapid City Regional Airport,44.0452995300293,-103.05699920654297,3204,medium_airport
KRAS,Mustang Beach Airport,27.8118,-97.088799,5,small_airport
KRAW,Warsaw Municipal Airport,38.346901,-93.345398,936,small_airport
KRBD,Dallas Executive Airport,32.6809005737,-96.8682022095,660,small_airport
KRBE,Rock County Airport,42.569698,-99.568398,2349,small_airport
KRBG,Roseburg Regional Airport,43.238800048799995,-123.356002808,529,small_airport
KRBL,Red Bluff Municipal Airport,40.1506996155,-122.251998901,352,medium_airport
KRBM,Robinson Army Air Field,34.847656,-92.29949,587,small_airport
KRBO,Nueces County Airport,27.778103,-97.690098,79,small_airport
KRBW,Lowcountry Regional Airport,32.921001434299995,-80.6406021118,101,small_airport
KRCA,Ellsworth Air Force Base,44.14500046,-103.1039963,3276,medium_airport
KRCK,H H Coffield Regional Airport,30.6315994263,-96.9897003174,474,small_airport
KRCM,Skyhaven Airport,38.784199,-93.802902,798,small_airport
KRCP,Rooks County Regional Airport,39.346592,-99.304649,1998,small_airport
KRCR,Fulton County Airport,41.065601348899996,-86.18170166019999,790,small_airport
KRCT,Nartron Field,43.901755,-85.51604,1055,small_airport
KRCX,Rusk County Airport,45.496799,-91.000504,1238,small_airport
KRCZ,Richmond County Airport,34.8913,-79.759598,358,small_airport
KRDD,Redding Municipal Airport,40.50899887,-122.2929993,505,medium_airport
KRDG,Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,344,medium_airport
KRDK,Red Oak Municipal Airport,41.010502,-95.259903,1045,small_airport
KRDM,Roberts Field,44.254101,-121.150002,3080,medium_airport
KRDR,Grand Forks Air Force Base,47.961101532,-97.4011993408,913,medium_airport
KRDU,Raleigh-Durham International Airport,35.878659,-78.7873,435,large_airport
KRED,Red Lodge Airport,45.184579,-109.257746,5763,small_airport
KREI,Redlands Municipal Airport,34.08530044555664,-117.14600372314453,1571,small_airport
KREO,Rome State Airport,42.5777015686,-117.885002136,4053,small_airport
KRFD,Chicago Rockford International Airport,42.1954,-89.097198,742,medium_airport
KRFG,Rooke Field,28.2936,-97.322998,56,small_airport
KRFI,Rusk County Airport,32.141701,-94.8517,442,small_airport
KRGK,Red Wing Regional Airport,44.589401,-92.485001,778,small_airport
KRHI,Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,1624,medium_airport
KRHP,Western Carolina Regional Airport,35.195202,-83.862999,1697,medium_airport
KRHV,Reid-Hillview Airport of Santa Clara County,37.332901001,-121.819000244,135,small_airport
KRIC,Richmond International Airport,37.505199,-77.319702,167,large_airport
KRID,Richmond Municipal Airport,39.757198,-84.842796,1140,small_airport
KRIF,Richfield Municipal Airport,38.734068,-112.101603,5301,small_airport
KRIL,Garfield County Regional Airport,39.526299,-107.726997,5548,medium_airport
KRIR,Flabob Airport,33.9897,-117.411003,764,small_airport
KRIU,Rancho Murieta Airport,38.486755,-121.102822,141,small_airport
KRIV,March Air Reserve Base,33.880699,-117.259003,1536,medium_airport
KRIW,Central Wyoming Regional Airport,43.064201,-108.459999,5525,medium_airport
KRJD,Ridgely Airpark,38.9701,-75.866302,64,small_airport
KRK1,Kavik Strip,69.676796,-146.900227,668,small_airport
KRKD,Knox County Regional Airport,44.060101,-69.099197,56,medium_airport
KRKP,Aransas County Airport,28.0867996216,-97.0446014404,24,small_airport
KRKR,Robert S Kerr Airport,35.021599,-94.6213,451,small_airport
KRKS,Southwest Wyoming Regional Airport,41.5942,-109.065001,6764,medium_airport
KRKW,Rockwood Municipal Airport,35.9222984314,-84.6896972656,1664,small_airport
KRLD,Richland Airport,46.305599,-119.304001,394,small_airport
KRME,Griffiss International Airport,43.23379898,-75.40699768,504,medium_airport
KRMG,Richard B Russell Airport,34.3506011963,-85.15799713130001,644,medium_airport
KRMN,Stafford Regional Airport,38.398102,-77.455498,211,small_airport
KRMY,Brooks Field,42.251202,-84.955498,941,small_airport
KRNC,Warren County Memorial Airport,35.69869995,-85.84380341,1032,small_airport
KRND,Randolph Air Force Base,29.529699,-98.2789,761,medium_airport
KRNH,New Richmond Regional Airport,45.1483,-92.538101,998,medium_airport
KRNM,Ramona Airport,33.0392,-116.915001,1395,small_airport
KRNO,Reno Tahoe International Airport,39.4991,-119.767998,4415,large_airport
KRNP,Owosso Community Airport,42.993000030518,-84.138900756836,736,small_airport
KRNT,Renton Municipal Airport,47.4930992126,-122.216003418,32,small_airport
KRNV,Cleveland Municipal Airport,33.761101,-90.757896,139,small_airport
KROA,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175,medium_airport
KROC,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,559,large_airport
KROG,Rogers Municipal Airport-Carter Field,36.37229919,-94.10690308,1359,small_airport
KROS,Rush City Regional Airport,45.698002,-92.953003,926,small_airport
KROW,Roswell Air Center Airport,33.301601,-104.530998,3671,medium_airport
KROX,Roseau Municipal Rudy Billberg Field,48.855999,-95.696999,1060,small_airport
KRPB,Belleville Municipal Airport,39.817902,-97.659599,1537,small_airport
KRPD,Rice Lake Regional Airport - Carl's Field,45.423024,-91.773127,1109,small_airport
KRPH,Graham Municipal Airport,33.110198974609,-98.555297851562,1123,small_airport
KRPJ,Rochelle Municipal Airport - Koritz Field,41.893002,-89.0783,781,small_airport
KRPX,Roundup Airport,46.475095,-108.541497,3500,small_airport
KRQB,Roben Hood Airport,43.7225990295,-85.50409698490002,990,small_airport
KRQE,Window Rock Airport,35.652099609375,-109.06700134277344,6742,small_airport
KRQO,El Reno Regional Airport,35.472698,-98.005798,1420,small_airport
KRRL,Merrill Municipal Airport,45.198898,-89.712898,1318,small_airport
KRRQ,Rock Rapids Municipal Airport,43.45220184326172,-96.17980194091797,1363,small_airport
KRRT,Warroad International Memorial Airport,48.94139862,-95.3483963,1076,small_airport
KRSL,Russell Municipal Airport,38.872100830078,-98.811798095703,1862,medium_airport
KRSN,Ruston Regional Airport,32.514187,-92.588517,311,small_airport
KRST,Rochester International Airport,43.908298,-92.5,1317,medium_airport
KRSV,Robinson Municipal Airport,39.015999,-87.649803,462,small_airport
KRSW,Southwest Florida International Airport,26.534685,-81.752816,30,large_airport
KRTN,Raton Municipal Airport / Crews Field,36.741501,-104.501999,6352,small_airport
KRUE,Russellville Regional Airport,35.259102,-93.0933,404,small_airport
KRUG,Rugby Municipal Airport,48.3904,-100.024002,1548,small_airport
KRUQ,Mid-Carolina Regional Airport,35.645901,-80.520302,772,small_airport
KRUT,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,787,medium_airport
KRVJ,Swinton Smith Field at Reidsville Municipal Airport,32.0595,-82.153777,195,small_airport
KRVL,Mifflin County Airport,40.6773986816,-77.6268005371,819,small_airport
KRVN,Hawkins County Airport,36.4576,-82.885002,1255,small_airport
KRVS,Tulsa Riverside Airport,36.0396,-95.984596,638,medium_airport
KRWF,Redwood Falls Municipal Airport,44.547199,-95.082298,1024,medium_airport
KRWI,Rocky Mount Wilson Regional Airport,35.8563,-77.891899,159,medium_airport
KRWL,Rawlins Municipal Airport/Harvey Field,41.80559921,-107.1999969,6813,medium_airport
KRWN,Arens Field,41.092209,-86.613357,711,small_airport
KRWV,Caldwell Municipal Airport,30.515499,-96.704102,391,small_airport
KRXE,Rexburg Madison County Airport,43.8339,-111.805002,4858,small_airport
KRYM,Ray S Miller Army Air Field,46.091202,-94.360497,1150,small_airport
KRYN,Ryan Field,32.1422004699707,-111.17500305175781,2417,small_airport
KRYV,Watertown Municipal Airport,43.169601,-88.723198,833,small_airport
KRYW,Lago Vista Texas Rusty Allen Airport,30.4986,-97.969498,1231,small_airport
KRYY,Cobb County International Airport-McCollum Field,34.01316,-84.59721,1040,medium_airport
KRZL,Jasper County Airport,40.9478988647,-87.1826019287,698,small_airport
KRZN,Burnett County Airport,45.822701,-92.372498,989,small_airport
KRZR,Cleveland Regional Jetport,35.211497,-84.799769,860,small_airport
KRZT,Ross County Airport,39.440399,-83.023102,725,small_airport
KS01,Conrad Airport,48.16859817504883,-111.97599792480469,3545,small_airport
KS03,Ashland Municipal Airport Sumner Parker Field,42.190265,-122.660648,1885,small_airport
KS05,Bandon State Airport,43.08649826,-124.4079971,122,small_airport
KS10,Lake Chelan Airport,47.866001,-119.943001,1263,small_airport
KS12,Albany Municipal Airport,44.637798309326,-123.05899810791,226,small_airport
KS17,Twin Lakes Airport,33.645699,-81.867104,540,small_airport
KS19,McCormick County Airport,33.9081,-82.266899,459,small_airport
KS20,Goldendale Airport,45.83209991455078,-120.84500122070312,1678,small_airport
KS21,Sunriver Airport,43.876301,-121.453003,4164,small_airport
KS23,Ione Municipal Airport,48.708099,-117.413002,2108,small_airport
KS24,Sandusky County Regional Airport,41.2957,-83.037201,665,small_airport
KS25,Watford City Municipal Airport,47.79570007,-103.2539978,2111,small_airport
KS27,Kalispell City Airport,48.1786,-114.304001,2932,small_airport
KS32,Cooperstown Municipal Airport,47.422798,-98.105904,1424,small_airport
KS33,Madras Municipal Airport,44.67020035,-121.1549988,2437,small_airport
KS34,Plains Airport,47.473475,-114.907122,2467,small_airport
KS36,Norman Grier Field,47.337102,-122.103996,472,small_airport
KS39,Prineville Airport,44.286998748779,-120.90399932861,3250,small_airport
KS40,Prosser Airport,46.21340179,-119.7910004,697,small_airport
KS42,Springer Municipal Airport,36.331075,-104.618339,5891,small_airport
KS45,Siletz Bay State Airport,44.876899719238,-124.02899932861,69,small_airport
KS48,Country Squire Airpark,45.354400634765625,-122.26799774169922,1175,small_airport
KS50,Auburn Municipal Airport,47.327702,-122.226997,63,small_airport
KS52,Methow Valley State Airport,48.42490005493164,-120.14600372314453,1706,small_airport
KS59,Libby Airport,48.28379821777344,-115.48999786376953,2601,small_airport
KS64,Stanford Airport/Biggerstaff Field,47.147202,-110.230003,4327,small_airport
KS67,Nampa Municipal Airport,43.581299,-116.523003,2537,small_airport
KS69,Lincoln Airport,46.954399,-112.650002,4603,small_airport
KS70,Othello Municipal Airport,46.79489899,-119.0790024,1139,small_airport
KS71,Edgar G Obie Airport,48.592098236083984,-109.2509994506836,2416,small_airport
KS72,Jack A Buell Airport,47.325735,-116.576457,2127,small_airport
KS73,Kamiah Municipal Airport,46.21929931640625,-116.01300048828125,1194,small_airport
KS75,Payette Municipal Airport,44.091598510699995,-116.901000977,2228,small_airport
KS78,Emmett Municipal Airport,43.84989929199219,-116.54299926757812,2350,small_airport
KS83,Shoshone County Airport,47.547277,-116.188745,2223,small_airport
KS84,Cottonwood Municipal Airport,46.03879928588867,-116.33200073242188,3474,small_airport
KS85,Big Sky Field,48.15330123901367,-104.50399780273438,1954,small_airport
KS87,Weiser Municipal Airport,44.20679855,-116.961998,2120,small_airport
KS94,Port of Whitman Business Air Center Airport,46.8587,-117.414001,2181,small_airport
KS95,Martin Field,46.046902,-118.417,746,small_airport
KS97,Anderson Field,48.1049,-119.721001,914,small_airport
KSAA,Shively Field,41.444901,-106.823997,7012,small_airport
KSAC,Sacramento Executive Airport,38.5125007629,-121.492996216,24,medium_airport
KSAD,Safford Regional Airport,32.85480118,-109.6350021,3179,small_airport
KSAF,Santa Fe Municipal Airport,35.6171,-106.088997,6348,medium_airport
KSAN,San Diego International Airport,32.733601,-117.190002,17,large_airport
KSAR,Sparta Community Airport - Hunter Field,38.148899,-89.6987,538,small_airport
KSAS,Salton Sea Airport,33.2414016724,-115.952003479,-84,small_airport
KSAT,San Antonio International Airport,29.533701,-98.469803,809,large_airport
KSAV,Savannah Hilton Head International Airport,32.126591,-81.19998,50,large_airport
KSAW,Marquette/Sawyer International Airport,46.351498,-87.395884,1221,medium_airport
KSAZ,Staples Municipal Airport,46.380901,-94.806602,1287,small_airport
KSBA,Santa Barbara Municipal Airport,34.426201,-119.839996,13,medium_airport
KSBD,San Bernardino International Airport,34.096717,-117.236596,1159,large_airport
KSBM,Sheboygan County Memorial Airport,43.76959991,-87.85140228,755,small_airport
KSBN,South Bend International Airport,41.708304,-86.316922,799,medium_airport
KSBO,Emanuel County Airport,32.6091,-82.369904,327,small_airport
KSBP,San Luis County Regional Airport,35.236801147499996,-120.641998291,212,medium_airport
KSBS,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,6882,small_airport
KSBU,Blue Earth Municipal Airport,43.595299,-94.092796,1107,small_airport
KSBX,Shelby Airport,48.5406990051,-111.871002197,3443,small_airport
KSBY,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,52,medium_airport
KSCB,Scribner State Airport,41.610298,-96.629898,1325,small_airport
KSCD,Merkel Field Sylacauga Municipal Airport,33.171799,-86.305496,569,small_airport
KSCH,Schenectady County Airport,42.852500915527,-73.928901672363,378,medium_airport
KSCK,Stockton Metropolitan Airport,37.893279,-121.238079,33,medium_airport
KSCX,Scott Municipal Airport,36.455505,-84.586008,1545,small_airport
KSDA,Shenandoah Municipal Airport,40.7515983581543,-95.4136962890625,971,small_airport
KSDC,Williamson Sodus Airport,43.234573,-77.119403,424,small_airport
KSDF,Louisville Muhammad Ali International Airport,38.1706,-85.735076,501,large_airport
KSDL,Scottsdale Airport,33.622898101807,-111.91100311279,1510,small_airport
KSDM,Brown Field Municipal Airport,32.572639,-116.980019,526,medium_airport
KSDY,Sidney - Richland Regional Airport,47.705141,-104.194422,1985,medium_airport
KSEA,Seattle–Tacoma International Airport,47.447943,-122.310276,433,large_airport
KSEE,Gillespie Field,32.826198577881,-116.97200012207,388,small_airport
KSEF,Sebring Regional Airport,27.45639992,-81.3423996,62,small_airport
KSEG,Penn Valley Airport,40.820598602295,-76.863899230957,450,small_airport
KSEM,Craig Field,32.343898773193,-86.987800598145,166,small_airport
KSEP,Stephenville Clark Regional Airport,32.215302,-98.177696,1321,small_airport
KSEQ,Randolph Air Force Base Auxiliary Airport,29.564499,-97.902517,525,small_airport
KSER,Freeman Municipal Airport,38.923599243164,-85.907402038574,583,small_airport
KSET,St Charles County Regional Airport/Smartt Field,38.929699,-90.43,437,small_airport
KSEZ,Sedona Airport,34.848598480225,-111.78800201416,4830,small_airport
KSFB,Orlando Sanford International Airport,28.774277,-81.234626,55,large_airport
KSFF,Felts Field,47.682899,-117.321925,1953,medium_airport
KSFM,Sanford Seacoast Regional Airport,43.393901824951,-70.708000183105,244,small_airport
KSFO,San Francisco International Airport,37.619806,-122.374821,13,large_airport
KSFQ,Suffolk Executive Airport,36.6824,-76.601898,72,small_airport
KSFY,Tri Township Airport,42.045799,-90.107903,616,small_airport
